zona_leste,zona_norte,zona_oeste,zona_sul,quartos,area,preco
0,1,0,0,1.3862943611198906,5.484796933490655,7.496097345175956
0,0,0,1,1.3862943611198906,5.303304908059076,7.8636512654486515
0,1,0,0,0.6931471805599453,3.4339872044851463,6.55250788703459
1,0,0,0,1.0986122886681096,4.51085950651685,7.00397413672268
0,0,0,1,1.0986122886681096,6.111467339502679,9.61587214452889
0,0,0,1,1.0986122886681096,6.111467339502679,8.612685172875459
0,0,0,1,1.3862943611198906,5.442417710521793,9.15915233520675
0,1,0,0,1.0986122886681096,4.394449154672439,7.496097345175956
1,0,0,0,1.3862943611198906,5.303304908059076,7.937731775260109
1,0,0,0,0.6931471805599453,4.795790545596741,6.803505257608338
0,0,0,1,1.0986122886681096,5.017279836814924,8.294299608857235
0,0,1,0,0.6931471805599453,3.828641396489095,7.208600337960199
1,0,0,0,0.6931471805599453,3.9318256327243257,7.226936018493289
0,0,1,0,1.0986122886681096,5.5254529391317835,8.987321812850125
0,0,0,1,0.6931471805599453,5.638354669333745,9.259225769705994
0,0,1,0,1.6094379124341003,5.697093486505405,9.648659816955295
0,1,0,0,1.6094379124341003,6.016157159698354,8.160803920954665
0,0,1,0,1.6094379124341003,5.993961427306569,9.210440366976517
0,0,0,1,1.0986122886681096,5.673323267171493,9.210440366976517
1,0,0,0,1.3862943611198906,5.159055299214529,9.105090961257085
1,0,0,0,1.0986122886681096,4.61512051684126,7.824445930877619
0,0,1,0,1.6094379124341003,4.61512051684126,8.412054873292933
0,0,0,1,1.0986122886681096,5.834810737062605,8.987321812850125
1,0,0,0,1.3862943611198906,5.017279836814924,8.160803920954665
0,0,1,0,1.0986122886681096,5.564520407322694,9.741027444837728
0,0,1,0,0.6931471805599453,3.9318256327243257,6.90875477931522
0,0,0,1,1.3862943611198906,4.875197323201151,8.294299608857235
0,0,0,1,1.3862943611198906,5.638354669333745,8.853808274977197
0,0,1,0,1.6094379124341003,5.802118375377063,9.61587214452889
0,0,0,1,1.6094379124341003,5.707110264748875,9.680406499268875
0,0,0,1,1.3862943611198906,5.198497031265826,8.412054873292933
1,0,0,0,1.0986122886681096,4.875197323201151,7.244941546337007
0,0,1,0,1.791759469228055,7.080026499922591,11.289794413577894
1,0,0,0,1.0986122886681096,4.110873864173311,7.438971592395862
0,0,1,0,1.0986122886681096,4.2626798770413155,7.170888478512505
1,0,0,0,1.6094379124341003,5.081404364984463,7.824445930877619
0,0,0,1,1.0986122886681096,5.958424693029782,9.90353755128617
0,1,0,0,1.6094379124341003,5.303304908059076,8.131824785007195
0,1,0,0,1.0986122886681096,4.61512051684126,7.438971592395862
0,0,0,1,1.6094379124341003,5.765191102784844,8.699681400989514
1,0,0,0,1.0986122886681096,4.110873864173311,6.803505257608338
1,0,0,0,1.0986122886681096,4.442651256490317,7.438971592395862
0,0,0,1,1.0986122886681096,6.398594934535208,9.392745258631441
1,0,0,0,1.0986122886681096,5.680172609017068,8.962007209588313
0,0,0,1,1.3862943611198906,5.564520407322694,7.824445930877619
0,0,0,1,1.0986122886681096,5.60947179518496,9.305741456739435
0,0,1,0,1.0986122886681096,4.948759890378168,8.699681400989514
0,1,0,0,0.6931471805599453,3.9318256327243257,6.478509642208569
1,0,0,0,1.0986122886681096,4.2626798770413155,7.170888478512505
1,0,0,0,1.3862943611198906,4.795790545596741,7.496097345175956
0,0,0,1,1.0986122886681096,5.5254529391317835,8.412054873292933
0,1,0,0,1.0986122886681096,4.51085950651685,7.3783837129967145
1,0,0,0,1.3862943611198906,4.836281906951478,7.170888478512505
1,0,0,0,1.3862943611198906,4.875197323201151,7.601402334583733
0,0,0,1,1.0986122886681096,4.875197323201151,8.575650760987806
0,0,1,0,1.0986122886681096,4.2626798770413155,6.90875477931522
0,1,0,0,0.6931471805599453,3.4339872044851463,6.7464121285733745
1,0,0,0,1.0986122886681096,4.795790545596741,7.937731775260109
0,0,0,1,1.6094379124341003,4.912654885736052,8.24301946898925
0,1,0,0,0.6931471805599453,3.4339872044851463,7.170888478512505
1,0,0,0,1.0986122886681096,3.9318256327243257,6.85751406254539
1,0,0,0,1.6094379124341003,5.993961427306569,8.987321812850125
0,1,0,0,1.6094379124341003,5.993961427306569,8.517393171418904
0,0,1,0,0.6931471805599453,3.828641396489095,7.208600337960199
1,0,0,0,0.6931471805599453,3.9318256327243257,6.90875477931522
0,1,0,0,1.0986122886681096,4.2626798770413155,7.00397413672268
0,0,1,0,1.3862943611198906,5.53338948872752,8.006700845440367
0,0,1,0,1.791759469228055,6.803505257608338,10.043292972227004
1,0,0,0,1.0986122886681096,4.795790545596741,7.550135342488429
0,1,0,0,1.6094379124341003,5.993961427306569,8.699681400989514
0,0,1,0,1.3862943611198906,5.303304908059076,9.61587214452889
1,0,0,0,0.6931471805599453,3.6375861597263857,6.478509642208569
0,0,1,0,1.0986122886681096,5.017279836814924,7.844240718141811
0,1,0,0,0.6931471805599453,3.713572066704308,6.2166061010848646
0,0,0,1,1.3862943611198906,4.51085950651685,7.170888478512505
0,0,0,1,1.3862943611198906,4.795790545596741,7.901377353792616
0,0,1,0,0.6931471805599453,4.394449154672439,7.170888478512505
0,0,1,0,0.6931471805599453,3.9318256327243257,6.90875477931522
0,1,0,0,0.6931471805599453,3.713572066704308,6.621405651764134
0,1,0,0,1.3862943611198906,4.2626798770413155,6.836259277277067
0,0,1,0,1.0986122886681096,3.9318256327243257,7.048386408721883
0,0,0,1,0.6931471805599453,3.713572066704308,6.7464121285733745
1,0,0,0,1.0986122886681096,3.9318256327243257,6.68586094706836
1,0,0,0,1.0986122886681096,5.308267697401205,8.77971129020447
1,0,0,0,0.6931471805599453,3.828641396489095,6.68586094706836
0,1,0,0,0.6931471805599453,4.110873864173311,6.85751406254539
1,0,0,0,1.0986122886681096,3.9318256327243257,7.170888478512505
0,0,0,1,1.0986122886681096,5.017279836814924,8.517393171418904
0,0,1,0,0.6931471805599453,3.713572066704308,6.621405651764134
0,0,1,0,1.0986122886681096,5.5254529391317835,8.699681400989514
1,0,0,0,1.0986122886681096,2.3978952727983707,6.90875477931522
0,1,0,0,0.6931471805599453,4.394449154672439,6.803505257608338
0,0,0,1,1.0986122886681096,4.61512051684126,8.987321812850125
0,0,1,0,1.0986122886681096,3.828641396489095,7.3783837129967145
0,0,0,1,1.0986122886681096,5.043425116919247,8.517393171418904
0,1,0,0,1.0986122886681096,4.709530201312334,7.601402334583733
1,0,0,0,1.3862943611198906,5.860786223465865,8.006700845440367
1,0,0,0,1.3862943611198906,4.844187086458591,8.160803920954665
0,0,0,1,1.3862943611198906,4.795790545596741,8.412054873292933
1,0,0,0,1.0986122886681096,4.110873864173311,7.244941546337007
0,0,0,1,1.3862943611198906,5.017279836814924,8.24301946898925
0,0,1,0,1.0986122886681096,5.081404364984463,7.8826922062890254
0,1,0,0,1.3862943611198906,5.303304908059076,7.601402334583733
1,0,0,0,1.0986122886681096,2.3978952727983707,6.68586094706836
1,0,0,0,1.0986122886681096,4.795790545596741,12.948012371209098
0,1,0,0,1.3862943611198906,5.017279836814924,8.086717920303906
0,1,0,0,0.6931471805599453,3.9318256327243257,6.55250788703459
0,0,1,0,1.3862943611198906,5.942799375126701,9.392745258631441
0,0,0,1,1.3862943611198906,5.5254529391317835,9.680406499268875
0,0,0,1,1.0986122886681096,5.484796933490655,8.987321812850125
0,0,1,0,0.6931471805599453,3.4339872044851463,6.90875477931522
0,1,0,0,1.3862943611198906,4.574710978503383,7.696667081526462
0,1,0,0,1.6094379124341003,5.25227342804663,8.006700845440367
1,0,0,0,1.0986122886681096,4.61512051684126,7.170888478512505
0,0,1,0,1.0986122886681096,4.465908118654584,8.294299608857235
1,0,0,0,1.0986122886681096,5.993961427306569,9.210440366976517
0,0,1,0,1.3862943611198906,5.3612921657094255,8.682877107057168
1,0,0,0,1.3862943611198906,4.61512051684126,7.824445930877619
0,1,0,0,1.3862943611198906,5.017279836814924,8.160803920954665
1,0,0,0,1.6094379124341003,5.303304908059076,8.24301946898925
1,0,0,0,1.0986122886681096,4.189654742026425,7.403061091090091
0,0,1,0,1.0986122886681096,5.5093883366279774,9.392745258631441
0,1,0,0,1.3862943611198906,4.51085950651685,7.601402334583733
0,1,0,0,1.3862943611198906,4.948759890378168,8.006700845440367
1,0,0,0,1.0986122886681096,4.394449154672439,7.208600337960199
0,0,0,1,1.3862943611198906,4.2626798770413155,7.696667081526462
0,1,0,0,1.3862943611198906,4.51085950651685,7.783640596221253
1,0,0,0,1.0986122886681096,3.970291913552122,6.90875477931522
0,0,1,0,1.0986122886681096,4.795790545596741,8.77971129020447
0,0,1,0,1.3862943611198906,6.144185634125646,9.105090961257085
0,1,0,0,1.0986122886681096,3.713572066704308,7.25063551189868
1,0,0,0,1.3862943611198906,4.90527477843843,7.775695749915245
0,0,0,1,1.0986122886681096,4.51085950651685,7.496097345175956
0,0,1,0,1.0986122886681096,5.707110264748875,9.392745258631441
0,0,1,0,1.0986122886681096,4.61512051684126,8.006700845440367
0,1,0,0,0.6931471805599453,3.58351893845611,7.244941546337007
0,1,0,0,1.0986122886681096,4.51085950651685,7.496097345175956
0,0,0,1,1.0986122886681096,5.902633333401366,9.928228944424575
1,0,0,0,1.0986122886681096,4.189654742026425,6.7464121285733745
0,0,0,1,1.791759469228055,5.303304908059076,8.612685172875459
0,0,0,1,1.3862943611198906,5.017279836814924,8.987321812850125
0,0,1,0,1.3862943611198906,5.303304908059076,8.612685172875459
1,0,0,0,1.6094379124341003,5.220355825078325,8.006700845440367
0,0,1,0,1.0986122886681096,3.9318256327243257,6.68586094706836
0,1,0,0,0.6931471805599453,3.9318256327243257,6.90875477931522
1,0,0,0,1.0986122886681096,4.394449154672439,7.0909098220799835
0,1,0,0,1.0986122886681096,4.02535169073515,6.90875477931522
0,0,0,1,1.0986122886681096,3.828641396489095,7.300472814267799
0,0,0,1,1.6094379124341003,4.795790545596741,9.210440366976517
0,1,0,0,1.0986122886681096,4.875197323201151,7.550135342488429
0,0,1,0,1.0986122886681096,5.817111159963204,9.90353755128617
0,0,0,1,1.3862943611198906,5.602118820879701,8.699681400989514
1,0,0,0,1.0986122886681096,4.394449154672439,6.803505257608338
0,1,0,0,0.6931471805599453,3.828641396489095,6.478509642208569
0,1,0,0,1.3862943611198906,5.017279836814924,8.160803920954665
0,1,0,0,1.0986122886681096,4.795790545596741,8.006700845440367
0,0,1,0,1.3862943611198906,5.638354669333745,9.210440366976517
1,0,0,0,1.3862943611198906,5.616771097666572,8.987321812850125
0,1,0,0,1.0986122886681096,4.110873864173311,7.496097345175956
0,0,1,0,1.0986122886681096,4.2626798770413155,8.160803920954665
0,1,0,0,1.0986122886681096,3.8918202981106265,6.825460036255307
0,1,0,0,0.6931471805599453,3.713572066704308,6.478509642208569
1,0,0,0,1.6094379124341003,5.730099782973575,8.987321812850125
0,1,0,0,1.0986122886681096,4.2626798770413155,6.803505257608338
0,0,0,1,1.3862943611198906,5.786897381366708,9.770013301136158
1,0,0,0,1.791759469228055,6.111467339502679,9.741027444837728
0,1,0,0,0.6931471805599453,3.258096538021482,6.111467339502679
0,1,0,0,1.3862943611198906,4.110873864173311,6.803505257608338
0,0,0,1,1.0986122886681096,4.795790545596741,7.313886831633462
0,0,1,0,0.6931471805599453,3.4965075614664802,6.68586094706836
1,0,0,0,1.0986122886681096,6.0112671744041615,8.006700845440367
0,1,0,0,0.6931471805599453,5.993961427306569,6.111467339502679
0,0,1,0,1.0986122886681096,4.51085950651685,7.496097345175956
0,0,1,0,0.6931471805599453,3.9318256327243257,6.68586094706836
0,0,1,0,1.3862943611198906,5.087596335232384,7.313886831633462
1,0,0,0,1.3862943611198906,4.51085950651685,7.576097340623111
1,0,0,0,0.6931471805599453,3.713572066704308,7.438971592395862
0,1,0,0,1.3862943611198906,5.3981627015177525,8.412054873292933
0,0,0,1,2.3978952727983707,5.707110264748875,9.305741456739435
0,1,0,0,0.6931471805599453,3.713572066704308,6.68586094706836
0,1,0,0,1.3862943611198906,4.2626798770413155,6.90875477931522
0,0,0,1,1.6094379124341003,5.831882477283517,8.987321812850125
1,0,0,0,0.6931471805599453,4.23410650459726,7.0909098220799835
0,1,0,0,1.0986122886681096,4.2626798770413155,6.68586094706836
0,0,0,1,1.0986122886681096,4.795790545596741,7.937731775260109
0,1,0,0,1.3862943611198906,5.484796933490655,8.268988209506656
0,0,0,1,1.6094379124341003,6.175867270105761,9.105090961257085
0,1,0,0,1.0986122886681096,4.51085950651685,7.496097345175956
0,1,0,0,0.6931471805599453,3.044522437723423,6.398594934535208
0,1,0,0,1.0986122886681096,4.2626798770413155,7.170888478512505
0,0,0,1,1.3862943611198906,5.303304908059076,8.77971129020447
0,0,1,0,1.0986122886681096,4.795790545596741,7.496097345175956
0,0,1,0,1.0986122886681096,4.795790545596741,8.268988209506656
1,0,0,0,0.6931471805599453,3.713572066704308,6.621405651764134
0,0,0,1,1.6094379124341003,4.61512051684126,7.824445930877619
0,0,1,0,1.3862943611198906,5.831882477283517,7.696667081526462
0,0,0,1,0.6931471805599453,5.860786223465865,10.736418414365374
0,0,0,1,1.3862943611198906,5.560681631015528,9.15915233520675
0,0,1,0,1.791759469228055,6.548219102762372,9.210440366976517
0,0,0,1,0.6931471805599453,3.044522437723423,6.2166061010848646
0,1,0,0,1.0986122886681096,4.51085950651685,6.957497370876951
0,0,0,1,0.6931471805599453,3.4339872044851463,6.398594934535208
0,0,1,0,1.3862943611198906,5.081404364984463,8.77971129020447
0,0,1,0,1.3862943611198906,4.912654885736052,7.824445930877619
0,1,0,0,1.6094379124341003,5.3981627015177525,7.901377353792616
0,0,0,1,0.6931471805599453,3.713572066704308,6.7464121285733745
0,0,1,0,1.3862943611198906,5.442417710521793,8.412054873292933
0,0,0,1,1.0986122886681096,6.639875833826536,11.156264806643742
0,1,0,0,1.3862943611198906,4.2626798770413155,7.937731775260109
0,0,1,0,2.4849066497880004,3.6109179126442243,9.546884034617925
0,0,1,0,1.3862943611198906,5.081404364984463,7.550135342488429
0,1,0,0,0.6931471805599453,3.4339872044851463,6.2166061010848646
0,0,0,1,0.6931471805599453,3.9318256327243257,6.274762021241939
0,1,0,0,1.0986122886681096,4.110873864173311,7.313886831633462
0,0,0,1,1.6094379124341003,6.2166061010848646,8.853808274977197
0,0,1,0,1.3862943611198906,6.175867270105761,8.612685172875459
0,0,0,1,1.0986122886681096,4.394449154672439,7.824445930877619
0,1,0,0,1.3862943611198906,5.017279836814924,7.601402334583733
0,0,0,1,1.0986122886681096,5.707110264748875,8.517393171418904
0,1,0,0,1.0986122886681096,4.110873864173311,7.170888478512505
0,0,0,1,1.3862943611198906,4.51085950651685,7.601402334583733
0,0,0,1,1.3862943611198906,5.420534999272286,8.294299608857235
0,1,0,0,1.0986122886681096,5.765191102784844,8.987321812850125
1,0,0,0,1.6094379124341003,4.875197323201151,7.601402334583733
0,0,0,1,1.0986122886681096,4.672828834461906,8.412054873292933
1,0,0,0,0.6931471805599453,4.189654742026425,7.0909098220799835
0,1,0,0,1.0986122886681096,4.394449154672439,7.00397413672268
1,0,0,0,1.0986122886681096,4.110873864173311,8.412054873292933
0,0,0,1,1.3862943611198906,4.394449154672439,7.601402334583733
1,0,0,0,1.0986122886681096,5.501258210544727,8.160803920954665
0,1,0,0,1.0986122886681096,4.2626798770413155,7.244941546337007
0,0,0,1,1.3862943611198906,5.921578419643816,8.517393171418904
0,0,0,1,1.3862943611198906,5.017279836814924,8.412054873292933
0,0,1,0,0.6931471805599453,4.110873864173311,7.208600337960199
1,0,0,0,0.6931471805599453,4.394449154672439,7.244941546337007
0,1,0,0,1.3862943611198906,4.61512051684126,7.523481312573497
0,1,0,0,0.6931471805599453,4.394449154672439,6.621405651764134
0,1,0,0,1.6094379124341003,5.993961427306569,8.699681400989514
0,0,1,0,1.0986122886681096,0.6931471805599453,10.915106645867503
0,0,1,0,1.0986122886681096,4.61512051684126,8.895766604056085
0,0,1,0,1.0986122886681096,4.2626798770413155,8.853808274977197
0,0,1,0,1.0986122886681096,4.1588830833596715,6.90875477931522
0,0,1,0,1.3862943611198906,4.875197323201151,7.901377353792616
0,1,0,0,0.6931471805599453,3.4339872044851463,6.478509642208569
0,0,1,0,1.6094379124341003,7.261225091971921,10.308985993422082
0,0,0,1,1.3862943611198906,5.198497031265826,7.496097345175956
0,1,0,0,0.6931471805599453,3.828641396489095,7.00397413672268
1,0,0,0,1.3862943611198906,5.5254529391317835,7.696667081526462
0,0,0,1,1.0986122886681096,4.31748811353631,7.601402334583733
1,0,0,0,2.0794415416798357,5.993961427306569,8.853808274977197
0,1,0,0,1.0986122886681096,4.2626798770413155,7.496097345175956
0,0,1,0,1.3862943611198906,4.61512051684126,8.412054873292933
1,0,0,0,0.6931471805599453,4.795790545596741,6.55250788703459
1,0,0,0,1.0986122886681096,4.394449154672439,7.170888478512505
0,1,0,0,1.6094379124341003,5.198497031265826,7.824445930877619
1,0,0,0,0.6931471805599453,3.258096538021482,6.373319789577012
0,0,0,1,1.0986122886681096,4.795790545596741,8.517393171418904
0,1,0,0,1.3862943611198906,5.303304908059076,8.294299608857235
0,1,0,0,0.6931471805599453,3.9318256327243257,6.621405651764134
1,0,0,0,0.6931471805599453,3.9318256327243257,6.90875477931522
0,0,1,0,0.6931471805599453,4.110873864173311,8.160803920954665
0,0,1,0,1.0986122886681096,4.394449154672439,7.601402334583733
0,0,1,0,1.0986122886681096,4.61512051684126,8.366602832783736
0,0,1,0,1.0986122886681096,4.51085950651685,7.696667081526462
1,0,0,0,0.6931471805599453,4.04305126783455,6.90875477931522
0,0,0,1,1.6094379124341003,5.707110264748875,8.853808274977197
0,0,0,1,2.639057329615259,5.993961427306569,9.928228944424575
1,0,0,0,0.6931471805599453,4.394449154672439,7.496097345175956
0,0,1,0,0.6931471805599453,3.9318256327243257,6.68586094706836
0,0,0,1,0.6931471805599453,4.61512051684126,9.392745258631441
0,0,1,0,1.0986122886681096,5.602118820879701,9.546884034617925
0,1,0,0,1.3862943611198906,4.110873864173311,7.496097345175956
0,0,0,1,0.6931471805599453,3.828641396489095,6.985641817639208
0,1,0,0,1.0986122886681096,4.61512051684126,7.313886831633462
0,0,0,1,1.0986122886681096,4.795790545596741,7.438971592395862
0,1,0,0,0.6931471805599453,3.828641396489095,6.478509642208569
1,0,0,0,0.6931471805599453,4.110873864173311,7.0909098220799835
0,1,0,0,0.6931471805599453,4.02535169073515,6.55250788703459
1,0,0,0,0.6931471805599453,3.9318256327243257,7.00397413672268
0,0,1,0,1.0986122886681096,5.638354669333745,9.105090961257085
1,0,0,0,1.0986122886681096,5.017279836814924,8.006700845440367
1,0,0,0,1.3862943611198906,5.017279836814924,7.601402334583733
0,0,0,1,1.0986122886681096,5.017279836814924,7.741099090035366
0,0,1,0,1.3862943611198906,5.3981627015177525,9.472781556562168
0,0,0,1,1.6094379124341003,4.61512051684126,7.937731775260109
0,0,0,1,1.0986122886681096,4.330733340286331,8.006700845440367
0,1,0,0,0.6931471805599453,4.795790545596741,7.824445930877619
